1 0.027328
2 0.024535
3 0.024400
4 0.024398
5 0.024558
6 0.024584
7 0.024575
8 0.024580
9 0.024581
10 0.024629
11 0.026367
12 0.026544
13 0.026559
14 0.026538
15 0.026571
16 0.026593
17 0.026544
18 0.026532
19 0.026555
20 0.026559
21 0.026537
22 0.026571
23 0.029666
24 0.032031
25 0.032046
26 0.032034
27 0.032062
28 0.032043
29 0.032029
30 0.032068
31 0.032022
32 0.032058
33 0.032053
34 0.032042
35 0.032046
36 0.032039
37 0.032040
38 0.032037
39 0.032041
40 0.032064
41 0.032037
42 0.032035
43 0.032052
44 0.032045
45 0.032015
46 0.032042
47 0.034187
48 0.045005
49 0.044951
50 0.044969
51 0.044966
52 0.044971
53 0.044967
54 0.044967
55 0.045009
56 0.044971
57 0.044984
58 0.044988
59 0.045031
60 0.045030
61 0.045022
62 0.045041
63 0.044953
64 0.044985
65 0.044989
66 0.044997
67 0.045011
68 0.044993
69 0.044980
70 0.044968
71 0.044964
72 0.044970
73 0.045005
74 0.044990
75 0.044968
76 0.044986
77 0.045043
78 0.045029
79 0.044933
80 0.045011
81 0.044941
82 0.044937
83 0.044960
84 0.044944
85 0.044958
86 0.044955
87 0.044976
88 0.044965
89 0.044978
90 0.044976
91 0.044934
92 0.045004
93 0.044948
94 0.044967
95 0.044926
96 0.054660
97 0.073534
98 0.073574
99 0.073615
100 0.073586

