1 0.021836
2 0.019409
3 0.019171
4 0.018889
5 0.019114
6 0.020837
7 0.020075
8 0.020328
9 0.021442
10 0.020747
11 0.021028
12 0.022254
13 0.021516
14 0.022096
15 0.021924
16 0.022317
17 0.022421
18 0.022889
19 0.022892
20 0.023882
21 0.023789
22 0.024118
23 0.024692
24 0.024349
25 0.024813
26 0.025348
27 0.025182
28 0.025700
29 0.025956
30 0.026420
31 0.027412
32 0.027457
33 0.027746
34 0.028791
35 0.028501
36 0.029102
37 0.029329
38 0.029536
39 0.029799
40 0.030058
41 0.030235
42 0.030859
43 0.031044
44 0.031161
45 0.034854
46 0.031863
47 0.031932
48 0.032827
49 0.034377
50 0.033887
51 0.033835
52 0.033960
53 0.035095
54 0.034777
55 0.035675
56 0.035674
57 0.035533
58 0.036395
59 0.037060
60 0.037677
61 0.037569
62 0.039132
63 0.038004
64 0.038471
65 0.041306
66 0.039380
67 0.040857
68 0.043128
69 0.040717
70 0.040797
71 0.041308
72 0.042125
73 0.041852
74 0.041937
75 0.042942
76 0.043570
77 0.043539
78 0.044294
79 0.044717
80 0.045167
81 0.045197
82 0.046354
83 0.047043
84 0.046280
85 0.047035
86 0.047432
87 0.051393
88 0.047844
89 0.048789
90 0.048757
91 0.049140
92 0.049491
93 0.052425
94 0.050262
95 0.050249
96 0.051115
97 0.051361
98 0.051656
99 0.052548
100 0.052999

